GeneNames,ExtraTreesRegressor,RandomForestRegressor,AdaBoostRegressor,XGBRegressor,SVR,LassoRegression,RidgeRegression,Average
RABGAP1,0.1198774646,0.1689075654,0.0,0.0004780387971550226,0.3518620819,0.0,0.372697588,0.1448318198
PIGB,0.140162708,0.0,0.0,5.481999778567115e-07,0.4322832411,0.0,0.4399119285,0.1446226323
DERL1,0.228539534,0.1945505639,0.0,7.535999770880153e-07,0.2944565357,0.0,0.2936313213,0.1444541012
STX5,0.1104039254,0.0104905773,0.0,0.0,0.4355566912,0.0,0.4503874669,0.1438340944
GALNT9,0.0242969765,0.0,0.0,4.0360001207773166e-07,0.4758113607,0.0,0.5042863903,0.1434850187
APPL2,0.0358146387,0.061128611,0.0,1.0760000179743656e-07,0.4520227708,0.0,0.4539391781,0.1432721866
VAMP2,0.1038828016,0.6656246029,0.0,0.16646623611450195,0.0286950147,0.0,0.0226271427,0.1410422569
ARHGEF2,0.0,0.0,0.0,0.0,0.4812906064,0.0,0.5023268548,0.1405167802
TRAPPC5,0.0,0.0,0.0,0.0,0.4739880712,0.0,0.5065762269,0.140080614
UBE2E2,0.1393137911,0.0420221337,0.0,0.0,0.3988541728,0.0,0.3989047764,0.1398706963
ASAP3,0.0398656831,0.0406145804,0.0,0.00014160330465529114,0.4484658776,0.0,0.4497391742,0.1398324169
DNAJC5,0.0107443916,0.0753734759,0.0,0.00019857579900417477,0.4664448194,0.0,0.4226539139,0.1393450252
PIGX,0.0,0.1418481549,0.1427020252,0.018687469884753227,0.3307534355,0.0,0.3378786468,0.1388385332
STX1B,0.0918823746,0.115070497,0.3393507994,5.715699899155879e-06,0.2261391398,0.0,0.194456378,0.1381292721
MAN1A2,0.0144636041,0.0,0.0,0.0,0.4835145979,0.0,0.4663093652,0.1377553667
IQSEC2,0.0940134267,0.0087652684,0.0,0.6380596160888672,0.1010399611,0.0,0.1106859848,0.1360806082
RAB17,0.0321692201,0.0,0.0,0.0,0.4401794459,0.0,0.4762991336,0.1355211142
PPIA,0.0237431868,0.0740248909,0.2428168969,0.0,0.3141147757,0.0,0.2917595208,0.1352084673
VAMP5,0.2104512255,0.0,0.0,0.0,0.3552913509,0.0,0.3802085585,0.1351358764
ASAP2,0.0298455323,0.0231359652,0.0212590293,0.0,0.4544601441,0.0,0.4167766354,0.1350681866
CLTC,0.0822617483,0.0108329772,0.0,0.0,0.4225137238,0.0,0.4271482173,0.1346795238
SEC24B,0.0626756178,0.230933236,0.0,0.420337051153183,0.10267828,0.0,0.1246758782,0.1344714376
APPL1,0.0,0.0,0.0,0.0,0.4656612891,0.0,0.4732277975,0.1341270124
TBC1D10C,0.0125351236,0.0652644959,0.0,0.0,0.435520057,0.0,0.4223140259,0.1336619575
PDIA5,0.1782002023,0.0549860023,0.0,0.0003953547857236117,0.3455814742,0.0,0.3562644091,0.1336324918
UBQLN4,0.1292919416,0.0203024927,0.0,0.0,0.385457553,0.0,0.3969667775,0.1331455378
SEC13,0.0215847153,0.1157225033,0.0,0.1490095853805542,0.3243776964,0.0,0.3175571992,0.1326073857
LARGE2,0.1173859198,0.0,0.145235867,0.021424483507871628,0.3113719794,0.0,0.332717417,0.1325908095
RABEP1,0.0393961026,0.0,0.0,0.0024817492812871933,0.4595240205,0.0,0.4258307426,0.1324618021
SYVN1,0.0778222254,0.0,0.1151364965,0.0,0.3647147312,0.0,0.3634055334,0.1315827124
DERL3,0.0732896402,0.0,0.0,0.0,0.4377293067,0.0,0.4016906203,0.130387081
GXYLT1,0.0,0.063294303,0.0,0.7301422953605652,0.0590881192,0.0,0.0510238688,0.1290783695
CLTA,0.0917835799,0.0385908638,0.0303578144,0.0,0.3654476273,0.0,0.373662697,0.1285489403
RAB40A,0.0229437529,0.1413043804,0.3136300134,0.001212902832776308,0.2317230629,0.0,0.1885562171,0.1284814756
GANAB,0.0,0.0,0.0,0.0005639229202643037,0.4464941202,0.0,0.4511622064,0.1283171785
DNAJB2,0.033728843,0.1095601527,0.0,0.0,0.3805182695,0.0,0.3738172296,0.1282320707
ACAP3,0.034490542,0.0,0.0,3.3470900234533474e-05,0.4347694046,0.0,0.4282313634,0.1282178258
PIGL,0.0,0.0,0.0,0.0657501071691513,0.4183038557,0.0,0.4113456047,0.1279142239
GXYLT2,0.2416320905,0.0,0.0,2.9230000109237153e-07,0.3300274728,0.0,0.3200953593,0.1273936021
EDEM1,0.0719090793,0.0,0.0174989386,0.0,0.3984114518,0.0,0.4003804232,0.126885699
QSOX2,0.0250702471,0.0,0.0,0.02876703068614006,0.4065589142,0.0,0.4269380238,0.1267620308
EXOC3,0.1014277715,0.2999618995,0.0,1.7478500012657605e-05,0.2300152834,0.0,0.2478714565,0.1256134128
FUT8,0.0,0.0493658215,0.0,0.09736893326044083,0.3637477779,0.0,0.3684355358,0.1255597241
SAR1A,0.0,0.0,0.0,0.00016134520410560071,0.428803743,0.0,0.4461263485,0.1250130624
MYO5B,0.2524416741,0.1777472573,0.0,0.0,0.2038338359,0.0,0.2365317825,0.1243649357
CKAP4,0.2527849258,0.2165877997,0.0,0.0,0.2108208434,0.0,0.1899303121,0.1243034116
PIGO,0.1100881976,0.0476221563,0.0,0.00043532680138014257,0.3531109681,0.0,0.3525527586,0.1234013439
TBC1D16,0.0796263519,0.1761406928,0.1244729128,6.682000162072654e-07,0.2472231207,0.0,0.2332604975,0.1229606063
BAX,0.3051255435,0.2458113095,0.0,0.0014102699933573604,0.155508697,0.0,0.1511740702,0.1227185557
GALNT2,0.0680478136,0.1052550048,0.0,0.14442896842956543,0.2803578764,0.0,0.2599336696,0.1225747618
ARAP2,0.0179073194,0.0100667156,0.0,0.0,0.4187776057,0.0,0.40649028,0.121891703
TBC1D9B,0.0,0.0,0.0,1.400999991574281e-07,0.4324028957,0.0,0.4176635167,0.1214380789
DPAGT1,0.1251063026,0.1561428969,0.1021988126,4.1496899939375e-05,0.2280900219,0.0,0.2383998597,0.1214256272
RAB36,0.1491684733,0.1452381968,0.0,7.383120100712404e-05,0.2657248387,0.0,0.2856763428,0.1208402404
AGAP1,0.0111920746,0.0,0.4089457048,0.0,0.2127149539,0.0,0.2107474055,0.1205143055
RAB41,0.0234500611,0.0,0.0,0.0006444518221542239,0.405734732,0.0,0.412309757,0.1203055717
KDELR2,0.0629401577,0.3901418004,0.0685707993,9.360000063907137e-08,0.164290482,0.0,0.1556758994,0.1202313189
ERO1B,0.2322442629,0.3328943536,0.0,9.509999898682509e-08,0.1290187516,0.0,0.1436158651,0.119681904
ARFGEF2,0.0156689044,0.0439156085,0.0203203687,0.0,0.3865951955,0.0,0.3687353932,0.1193193529
RAB3B,0.0523789091,0.0263186119,0.0,0.04174505174160004,0.3459399223,0.0,0.3651078937,0.1187843412
RAB22A,0.0322331749,0.0,0.0693406716,0.0,0.3457243634,0.0,0.3792290661,0.1180753251
GALNT18,0.2032250903,0.0215174831,0.0952757549,0.01412166841328144,0.2436513541,0.0,0.2417405548,0.1170759865
DNAJC5B,0.0,0.1432170501,0.0,0.002835196442902088,0.3258097445,0.0,0.3468662228,0.1169611734
PIGP,0.0,0.0368295646,0.3115966822,1.262999944628973e-07,0.2200702773,0.0,0.2442658416,0.1161089274
YOD1,0.0429775665,0.0170714918,0.0,0.0,0.3750217375,0.0,0.375217756,0.1157555074
RAB38,0.0,0.0,0.0,0.0003904817858710885,0.3960709505,0.0,0.4098701043,0.1151902195
RABGEF1,0.3309765602,0.363788098,0.0,1.0209299944108352e-05,0.0487787979,0.0,0.0623078592,0.1151230749
RAB23,0.0774766456,0.0,0.3569777667,0.0,0.1754627417,0.0,0.1913319608,0.1144641593
TMX1,0.0,0.0,0.0,0.0,0.3998241791,0.0,0.3954316038,0.113607969
PIGG,0.1015242162,0.0,0.3189467179,0.013339695520699024,0.1816375912,0.0,0.1792651315,0.1135304789
DOCK5,0.0,0.0,0.0,0.001459829742088914,0.3849016804,0.0,0.4015303504,0.1125559801
UBE2E1,0.216197734,0.0116012759,0.0,2.72400001222195e-07,0.2879605139,0.0,0.2714006054,0.1124514859
CRYAB,0.1206768985,0.0757196476,0.0,0.06871981173753738,0.2823295149,0.0,0.2394206242,0.1124094996
NPLOC4,0.2261860975,0.0,0.0,0.004793025087565184,0.2747216482,0.0,0.2802852272,0.112283714
ARFGEF1,0.0191864136,0.0402128247,0.0,0.0005258764140307903,0.3548409041,0.0,0.3707659843,0.1122188576
RAB33B,0.038799192,0.0613305835,0.0,0.0,0.3390723275,0.0,0.346187682,0.1121985407
SEC16A,0.0445037585,0.0,0.0,0.0,0.3582530391,0.0,0.3814544312,0.1120301755
SSR2,0.0869828292,0.5049855058,0.0,0.0,0.0953509508,0.0,0.0965863491,0.1119865193
USP6NL,0.1170904186,0.0951032203,0.0,0.0,0.2840072153,0.0,0.287380826,0.11194024
SPCS3,0.0737913828,0.0491413302,0.2784291648,0.05442792922258377,0.1580435826,0.0,0.1695328832,0.1119094675
CAPN1,0.0,0.0587732337,0.0,0.00042681110789999366,0.3700993874,0.0,0.349986145,0.111326511
TBC1D7,0.0859241732,0.0794746254,0.0,0.0001514845062047243,0.3025929772,0.0,0.309365545,0.1110726865
CUL1,0.1295586804,0.0,0.0,0.005492918659001589,0.3184637147,0.0,0.3225679064,0.1108690315
RAB27A,0.1465683892,0.1008101436,0.0,0.005860784091055393,0.2537666795,0.0,0.2652899992,0.1103279994
DNMBP,0.0,0.0330523234,0.0,0.0,0.3688235993,0.0,0.3685131937,0.1100555881
PAK1,0.0067152448,0.0,0.0,0.0,0.3758317014,0.0,0.3877603925,0.1100439055
ERN1,0.0268609791,0.0,0.0,2.742999924976175e-07,0.3650984953,0.0,0.3771485925,0.1098726202
AGR2,0.0834101116,0.0,0.0,0.0001369145029457286,0.3450500763,0.0,0.33961793,0.1097450046
TRAPPC2,0.0,0.2437796588,0.0,0.0,0.2554494591,0.0,0.2654175252,0.1092352347
HSPA1L,0.0275784197,0.1012347998,0.0,0.0,0.3188811024,0.0,0.3168945244,0.109226978
AGAP3,0.0605267395,0.0,0.0,0.02790258266031742,0.342387589,0.0,0.3327131202,0.1090757188
UBE2D2,0.1625773193,0.0,0.0,2.907599991885945e-06,0.2938492882,0.0,0.3045669006,0.1087137737
OCRL,0.0271437262,0.0416447374,0.0,6.249800208024681e-06,0.3506642489,0.0,0.337447192,0.1081294506
VPS45,0.1357643746,0.0,0.0,0.0,0.3065245853,0.0,0.3122327994,0.1077888228
ARFIP2,0.0707075772,0.1902703934,0.0,0.00837638694792986,0.2483602296,0.0,0.2316378945,0.1070503545
GIT2,0.0,0.0,0.0,0.0,0.369961714,0.0,0.3780980811,0.106865685
KDELR1,0.0,0.0,0.2535118639,0.001402963767759502,0.2372607777,0.0,0.2533529161,0.1065040745
EXOC2,0.0584635515,0.1578339646,0.0,0.0,0.2684201621,0.0,0.2601055645,0.1064033204
RAB2A,0.0201457343,0.0,0.0,0.0,0.378383946,0.0,0.3450904811,0.1062314516
TBC1D9,0.1068008285,0.0,0.0,0.29961156845092773,0.1907159062,0.0,0.1443300076,0.1059226158
PIGQ,0.1520974633,0.0,0.0,0.03315749019384384,0.2698180334,0.0,0.2826505538,0.1053890772
STT3A,0.0089536597,0.0608352019,0.0,0.0,0.3338676176,0.0,0.3335911784,0.1053210939
DNAJC10,0.0677120514,0.0103813005,0.0,0.0,0.3246785235,0.0,0.3330913697,0.1051233207
DDOST,0.2814800598,0.3177238408,0.0,0.0,0.0618167208,0.0,0.0734607804,0.1049259145
EXOC6,0.0286103285,0.6643091379,0.0,0.0005369451246224344,0.0096832955,0.0,0.0282780331,0.1044882486
RAB5A,0.0976508509,0.0,0.0,0.0,0.3068978844,0.0,0.3213688477,0.1037025119
SEC16B,0.204976111,0.0237837547,0.0,0.0,0.2438915592,0.0,0.2529141431,0.103652224
RAB26,0.1757389603,0.0256182936,0.0,0.009188404306769371,0.2373835607,0.0,0.2767703915,0.1035285158
MICALCL,0.0716292775,0.1322178111,0.0,1.5409999321036594e-07,0.2331591047,0.0,0.2870369075,0.1034347507
RAB2B,0.1210440795,0.0,0.0,3.433099891481106e-06,0.3045486724,0.0,0.2951264743,0.1029603799
STT3B,0.0,0.0,0.0,0.0,0.3594766373,0.0,0.359301951,0.1026826555
SPCS1,0.1960221329,0.0845787142,0.0,0.001937501598149538,0.2189833467,0.0,0.2134836641,0.1021436228
SNAP29,0.0511637696,0.1162767129,0.0,0.22931039333343506,0.1579764311,0.0,0.1599967647,0.1021034388
PIGZ,0.0,0.0,0.0,5.002060061087832e-05,0.3515670887,0.0,0.358966766,0.1015119822
DPM3,0.0089536597,0.0,0.0,0.0,0.3693939541,0.0,0.33030572,0.1012361905
COG6,0.0249423377,0.0,0.0,1.8068999452225398e-06,0.3376469379,0.0,0.3405604705,0.1004502219
ARHGAP24,0.0375020592,0.0,0.0,0.0,0.3129894726,0.0,0.3525311727,0.1004318149
B4GALNT2,0.1662618198,0.0872769105,0.1173359892,7.648300197615754e-06,0.1831176892,0.0,0.1430005634,0.0995715172
OSGIN2,0.0921556105,0.0,0.0,0.0,0.3000180603,0.0,0.3043677507,0.0995059174
VAMP8,0.0358146387,0.0396096346,0.0,0.0021658940240740776,0.3156919637,0.0,0.3023704912,0.099378946
ERP44,0.0710217077,0.017271589,0.0,1.3365100130613428e-05,0.302469421,0.0,0.2998203236,0.0986566295
NET1,0.0244190719,0.0,0.0982458943,7.330170046770945e-05,0.2974078534,0.0,0.2700934701,0.0986056559
LMAN2,0.0,0.0658215515,0.1442816943,1.2819999994917453e-07,0.2334999091,0.0,0.2466168553,0.0986028769
HYOU1,0.0134304895,0.0126304996,0.0,2.62100002146326e-07,0.3380934969,0.0,0.3241394168,0.0983277378
HAS1,0.2761885409,0.0,0.0,0.03947920724749565,0.1874895893,0.0,0.1848926296,0.0982928524
BET1L,0.2287820122,0.0,0.0,1.1775199709518347e-05,0.2347716713,0.0,0.2220679527,0.0979476302
RAB1A,0.0801912145,0.3795587485,0.0,4.368999952930608e-07,0.1016487458,0.0,0.1206087224,0.0974296954
UBQLN1,0.1326359232,0.1968825715,0.1870882653,0.0,0.0914332337,0.0,0.0719793066,0.0971456143
TRAM1,0.0683515985,0.0106119961,0.0,0.014970537275075912,0.2930980812,0.0,0.2836064685,0.0958055259
GALNT12,0.1192329015,0.2204612988,0.0,4.493700089369668e-06,0.1565691737,0.0,0.1719695097,0.0954624825
GALNT5,0.0710192479,0.0586333824,0.0,0.0,0.2849722986,0.0,0.2523845306,0.0952870656
SEL1L,0.035255035,0.0,0.0,0.0,0.3092040394,0.0,0.3175192674,0.0945683345
SEC11A,0.0340107879,0.0786967424,0.0,0.0,0.2664296613,0.0,0.2827708074,0.0945582856
RAB5C,0.1723219534,0.0253445847,0.0,0.006189981009811163,0.222361072,0.0,0.2338847576,0.0943003355
RAB37,0.2795553225,0.0,0.102589834,0.0,0.1336784675,0.0,0.1433173938,0.0941630025
RAB7A,0.0349506352,0.122767133,0.0,0.0009640859207138419,0.2475109546,0.0,0.2466836988,0.0932680725
SEC61A2,0.0201457343,0.4168179238,0.0,0.0,0.1107550142,0.0,0.1036270128,0.0930493836
FBXO2,0.201087616,0.0361571109,0.0,0.00021126060164533556,0.1946987462,0.0,0.2126155862,0.0921100457
